token_id,image,Background,Skin Tone,Body Shape,Top,Eyebrows,Eye Style,Eye Color,Mouth,Hair (Front),Hair (Back),Hair Color,Hat,Necklace,Archetype of Power,Sun Sign,Moon Sign,Rising Sign,Will,Wisdom,Wonder,Woe,Wit,Wiles,Face Markings,Facewear,Hair Topper,Back Item,Earrings,Forehead Jewelry,Hair (Middle),Mask,Outerwear
6030,https://cryptocoven.s3.amazonaws.com/7e192424d749e284a4400e87b77e3d5c.png,Moss,Dawn,Soft,Striped Shroud (Umber),Thin Arched (Grey),Babylash,Grey,Bow (Purple),Aletheia,Flowy Pony,Steel,,Ethereum Thread (Natural),Hag,Sagittarius,Aries,Aquarius,7,9,9,8,2,3,,,,Chinese Lantern,Basic Piercings (Silver),,,,
6031,https://cryptocoven.s3.amazonaws.com/eac2a5320dffc539f8e36f2902a82b0b.png,Plum,Twilight,Soft,Leather Neck Piece (Black),Thin Arched (Grey),Circle Lens,Green,Parted (Beige),Aradia Short,Soft Braid,Platinum,,,Occultist,Scorpio,Gemini,Aries,1,0,5,9,8,4,,Bridge Piercing,,,Bone Hoops (Silver),,,,
6032,https://cryptocoven.s3.amazonaws.com/d0af795680f7437d62d141a18acbac0f.png,Moss,Dusk,Lithe,Filmy Edwardian (White),Strong (Black),Circle Lens,Lilac,Bow (Dusk),Nyx,Low Pony,Steel,,Pearl Set (Pearl),Necromancer,Taurus,Gemini,Cancer,7,1,1,9,3,6,Nose Bridge Scar,,,Chinese Lantern,,,,,
6033,https://cryptocoven.s3.amazonaws.com/51e62c939d5fb45f19502c7ce24defc9.png,Rust,Twilight,Chiseled,Shredded Top (Black),Medium Flat (Black),Demon Bloom,Brown,Round (Red),Aletheia,Keridwen,Platinum,,,Occultist,Gemini,Cancer,Libra,2,8,8,4,3,3,,,Maleficent Horns,,Dangly Bones (Bone),,,,Bone Corset (Black)
6034,https://cryptocoven.s3.amazonaws.com/e7d5e9adeb22f4c2ab650f48a3de6b44.png,Plum,Midnight,Chiseled,Straps (Black),Bushy (Brown),Circle Lens,Pink,Parted (Beige),Curtain,Nyx Long,Lavender,Witch,,Mage,Gemini,Capricorn,Cancer,8,7,8,8,0,3,Freckles,,,,Basic Piercings (Silver),,,,
6035,https://cryptocoven.s3.amazonaws.com/650826c4bd2e4e2eee6331538b1c4cdf.png,Plum,Twilight,Soft,Straps (Black),Arched (Brown),Hooded Side,Carnelian,Dark Gloss (Dark),Aradia Short,Soft Braid,Lilac,,,Necromancer,Pisces,Sagittarius,Cancer,9,9,7,9,7,1,Freckles,,,Monstera,Pearly Skulls (Silver),,,,
6036,https://cryptocoven.s3.amazonaws.com/f30a114f73f6d1ecd6c53281d408ebde.png,Moss,Night,Chiseled,Open Collar with Bow (Black),Medium Flat (Black),Babylash,Blue,Round (Dark),Curtain,,Platinum,,,Hag,Scorpio,Aquarius,Capricorn,8,4,8,1,7,7,,,Anemone Horns,,,,,,
6037,https://cryptocoven.s3.amazonaws.com/fb28d69b4801e7d7dd77ab367f637897.png,Sea,Dusk,Soft,Poet (White),Thin Arched (Grey),Blank,Red,Plump (Natural),Aradia Short,Wolf,Platinum,,,Seer,Capricorn,Scorpio,Cancer,5,6,2,8,1,1,,Labret (Silver),,Lily,,,,,
6038,https://cryptocoven.s3.amazonaws.com/6e2a884e062fa536408d1c7498a4244e.png,Peach,Sunset,Chiseled,Sheer Striped (Black),Arched (Brown),Reverse Cateye,Glo,Full Pout (Beige),Aletheia,Aradia,Lilac,Witch,Eclectic Choker Stack (Blue),Occultist,Cancer,Aries,Cancer,5,7,0,5,9,8,,,,,,Demon Third Eye (Black),,,
6039,https://cryptocoven.s3.amazonaws.com/81c2b1d3c818f073d6dfb71dc07bbc2f.png,Taupe,Day,Soft,Leather Neck Piece (Black),Round (Navy),Hypnotic,Pink,Plump (Natural),Aletheia,Soft Braid,Steel,Witch,,Occultist,Scorpio,Capricorn,Gemini,8,1,7,9,5,9,Nose Bridge Scar,,,Monstera,,,,,
6040,https://cryptocoven.s3.amazonaws.com/07ff30e84aeb5c0aac35e0ed9730ffd7.png,Moss,Dusk,Chiseled,Straps (Black),Bushy (White),Circle Lens,Lilac,Round (Dark),Curtain,Keridwen,Steel,,,Necromancer,Virgo,Cancer,Taurus,5,8,6,5,2,3,,Sad Girl Tears,,Lily,,,,,
6041,https://cryptocoven.s3.amazonaws.com/935c75bc2121971df632268b58f94b3a.png,Sea,Dawn,Chiseled,Mugler Slashed (Black),Round (Navy),Smudged Snake,Gold,Parted (Black),Dramatic Swoop,Dramatic Swoop,Navy,,,Mage,Gemini,Libra,Aquarius,1,4,2,9,0,0,,Scripted Octagon Glasses (Purple),,,,,,,
6042,https://cryptocoven.s3.amazonaws.com/30edcc2239ab8322b71f830417a01f07.png,Rust,Midnight,Soft,Romantic Puff (White),Pencil (White),Sunset Almond,Violet,Plump (Black),Aradia,Aradia,Auburn,,,Hag,Cancer,Leo,Sagittarius,7,6,3,8,7,0,Mark of Moon Tears (White),,Anemone Horns,,,,,,
6043,https://cryptocoven.s3.amazonaws.com/dde38c27dd10e8305125a683e72d3442.png,Moss,Dusk,Lithe,Sheer Top (Black),Pencil (White),Clear Graphic,Grey,Bow (Coral),Box Braids,Bubble Braids,Black,,,Hag,Taurus,Aries,Aquarius,4,4,6,4,4,5,,,Gentle Horns,,,,,,
6044,https://cryptocoven.s3.amazonaws.com/2243e6a73228f5e3c8a3fa16bc91e81a.png,Peach,Dusk,Chiseled,Open Collar with Bow (White),Bushy (White),Circle Lens,Lilac,Dark Gloss (Dark),Curtain,Wolf,Lilac,Arcane Stars (Black),,Hag,Virgo,Capricorn,Scorpio,8,5,3,2,7,6,Moon Mark (White),,,,Basic Piercings (Silver),,,,
6045,https://cryptocoven.s3.amazonaws.com/382bed6a8983011c22e65ba97667eb9f.png,Plum,Twilight,Chiseled,Peter Pan (White),Bushy (White),Sunset Almond,Glo,Round (Dark),Xuannu,Low Pony,Silver,,Moon Choker (Silver),Mage,Gemini,Aquarius,Libra,1,6,2,9,5,3,Freckles,Simple Octagon Glasses (Silver),,Scripted Mage Aura (Green),Basic Piercings (Silver),,,,
6046,https://cryptocoven.s3.amazonaws.com/de218954c1b1205842ef32fc100c484a.png,Moss,Day,Chiseled,Mugler Slashed (Black),Medium Flat (Black),Sclera,Red,Round (Dark),Curl Cloud,,Mermaid,,,Necromancer,Capricorn,Cancer,Capricorn,4,7,6,9,3,2,Cheek Mole,Labret (Silver),,,,,,,
6047,https://cryptocoven.s3.amazonaws.com/10353fb6d873b563f3c6367bad88a1c7.png,Moss,Midnight,Soft,Shroud (Dusk),Strong (Black),Babylash,Blue,Round (Dark),Box Braids,,Black,Witch,,Hag,Aquarius,Scorpio,Sagittarius,4,4,9,7,3,4,,Bridge Piercing,,Chinese Lantern,,,,,
6048,https://cryptocoven.s3.amazonaws.com/2309088e472fed9b5bf4d2fe7de4cba8.png,Lavender,Day,Lithe,Fluffy Shroud (White),Arched (Brown),Blank,Glo,Glossy Medusa (Natural),Nyx,Xuannu,Pink,Witch,,Seer,Scorpio,Taurus,Sagittarius,9,7,2,0,2,8,,Labret (Silver),,Chinese Lantern,,,,,
6049,https://cryptocoven.s3.amazonaws.com/4cb7eabf0dfdf29cc4aca29356efe908.png,Moss,Dawn,Lithe,Off Shoulder (Black),Bushy (Brown),Alert,Grey,Witchy Pout (Black),Drill Curls,Soft Braid,Auburn,Floral Lacewing,,Hag,Gemini,Libra,Libra,2,3,5,0,2,5,Mark of Moon Tears (White),,,Lily,,,,,
6050,https://cryptocoven.s3.amazonaws.com/a9baceb977e34512ab7fc2d04534f3f2.png,Pink,Sunset,Chiseled,Mock Neck (Black),Round (Navy),Smudged Snake,Gold,Bow (Purple),Curl Cloud,,Auburn,,,Mage,Pisces,Taurus,Cancer,4,3,2,9,5,3,Mage Script Woods (Gold),,,Scripted Circle (Blue),Basic Piercings (Silver),,,,
6051,https://cryptocoven.s3.amazonaws.com/0176b99b3c2ace88797bfa953dd030c4.png,Plum,Sunset,Lithe,Victorian Frippery (White),Medium Flat (Black),Circle Lens,Pink,Bow (Red),Dramatic Swoop,Dramatic Swoop,Platinum,,,Necromancer,Pisces,Cancer,Capricorn,3,3,3,6,7,8,,,Horns of Taurus,Lily,,,,,
6052,https://cryptocoven.s3.amazonaws.com/059c40e3074f67b5c272ef4c46864db6.png,Plum,Sunset,Lithe,Sheer Top (Black),Bushy (White),Alert,Grey,Bow (Dusk),Keridwen,Soft Waves,Mauve,,,Mage,Sagittarius,Aquarius,Pisces,5,3,8,8,6,4,,,Bat Wings,Mage Aura (Orange),,,,,
6053,https://cryptocoven.s3.amazonaws.com/ed64c5a3cb9eb3ebc0b8bad596ec9321.png,Plum,Dawn,Lithe,Vivetta Ghost Hand Collar (Black),Thin Arched (Grey),Reverse Cateye,Opal,Bow (Purple),Hair Wrap,,Black,Witch,,Necromancer,Gemini,Virgo,Sagittarius,4,7,8,3,7,4,Cheek Mole,Swiss Dot Veil (Black),,Lily,Basic Piercings (Silver),,,,
6054,https://cryptocoven.s3.amazonaws.com/9c49a8ad522c6e2bcef64ecb801d5383.png,Lavender,Twilight,Chiseled,Striped Shroud (Umber),Medium Flat (Black),Reverse Cateye,Glo,Witchy Pout (Black),Aradia Short,,Mauve,,,Occultist,Capricorn,Pisces,Sagittarius,3,3,3,9,3,8,,,,Monstera,,Darkened Demon Third Eye (Opal),Cute Buns,,
6055,https://cryptocoven.s3.amazonaws.com/632f21a997c3e2e11351efcd6b236354.png,Moss,Day,Lithe,Straps (Black),Thin Arched (Grey),Smudged,Red,Bow (Red),Xuannu,Soft Braid,Lavender,Witch,,Mage,Cancer,Scorpio,Leo,0,7,5,7,4,7,Nose Bridge Scar,,,Monstera,,,,,
6056,https://cryptocoven.s3.amazonaws.com/c462a642e5200a86d33e671deb78438e.png,Sea,Twilight,Lithe,Vivetta Ghost Hand Collar (Black),Strong (Black),Smudged,Red,Plump (Natural),Baby Drill Curls,Flowy Pony,Steel,,,Mage,Scorpio,Gemini,Aquarius,5,8,6,6,8,6,,,Bat Wings,Mage Aura (Orange),,,,,
6057,https://cryptocoven.s3.amazonaws.com/c0f5aceb6514cf215cbf3ff8fa02b5fb.png,Plum,Dusk,Chiseled,Mugler Collarbone Cutout (Black),Medium Flat (Black),Darkened Demon Bloom,Glo,Full Pout (Beige),Aradia Short,Soft Braid,Mauve,,,Occultist,Pisces,Pisces,Aries,5,7,3,4,5,3,,,,Monstera,Basic Piercings (Silver),,,,
6058,https://cryptocoven.s3.amazonaws.com/e100ff70303760f0b2412ee6c1b6f74b.png,Peach,Dusk,Lithe,Mugler Tailored (White),Strong (Black),Blank,Glo,Parted (Black),Nyx,Flowy Pony,Platinum,,Studded Collar (Silver),Seer,Virgo,Cancer,Aquarius,9,9,6,2,4,0,,,,Monstera,Howl Gems (Purple),,,,
6059,https://cryptocoven.s3.amazonaws.com/dacc0a59b1cd6f2936376fbc09b23176.png,Lavender,Midnight,Lithe,Open Collar with Bow (White),Arched (Brown),Sunset Almond,Gold,Steady Pout,Keridwen,Aradia,Mauve,,,Hag,Leo,Scorpio,Cancer,5,8,9,0,9,7,,,,Monstera,,,,Butterfly Glasses (Cyan),
6060,https://cryptocoven.s3.amazonaws.com/7bed3fe291729b18f65dc38bfa8db53b.png,Taupe,Sunset,Lithe,Mock Neck (Black),Thin Arched (Grey),Smudged Snake,Pink,Parted (Black),Miranda Priestly,,Mauve,,Creepy Yeha Pearls (Pearl),Necromancer,Libra,Virgo,Sagittarius,4,8,5,9,6,0,,Bridge Piercing,,Lily,,,,,Feather Robe (Black)
6061,https://cryptocoven.s3.amazonaws.com/b4e097f72d1be928ac3f7e48dfb0c1ab.png,Plum,Day,Chiseled,Mugler Collarbone Cutout (Black),Round (Navy),Babylash,Blue,Pursed (Red),Curtain,Soft Waves,Mermaid,,,Necromancer,Sagittarius,Sagittarius,Libra,3,8,2,8,4,4,,Sad Girl Tears,,Chinese Lantern,,,,,
6062,https://cryptocoven.s3.amazonaws.com/cb006bc98d47bc8823ff1d1c30cdfa4a.png,Pink,Dawn,Soft,Shredded Top (Black),Thin Arched (Grey),Smudged Snake,Pink,Plump (Black),Xuannu,,Auburn,,Eclectic Choker Stack (Green),Occultist,Scorpio,Aries,Capricorn,3,6,0,5,2,9,Cheek and Chin Mole,,Aries Horns,,,,,,
6063,https://cryptocoven.s3.amazonaws.com/4a6b0fa5c5fc00e903288d934cfc2cd1.png,Rust,Night,Chiseled,Mugler Collarbone Cutout (Black),Round (Navy),Circle Lens,Bicolor Blue Gold,Witchy Pout (Black),Dramatic Swoop,Dramatic Swoop,Mermaid,,,Enchantress,Gemini,Leo,Virgo,6,8,1,8,4,9,Freckles,,,,Beaded Tassel (Sapphire),,,,
6064,https://cryptocoven.s3.amazonaws.com/eb3901e4764858d521a6f82b695ce8a2.png,Lavender,Midnight,Soft,Mock Neck (Black),Pencil (White),Circle Lens,Bicolor Blue Gold,Plump (Black),Xuannu,Xuannu,Mermaid,,,Occultist,Sagittarius,Leo,Gemini,4,5,3,6,8,4,,Bridge Piercing,Bat Wings,,,,,,
6065,https://cryptocoven.s3.amazonaws.com/cee0426b119553ecd01ec635e624a24a.png,Plum,Midnight,Chiseled,Shredded Top (Black),Bushy (White),Smudged,Green,Parted (Black),Aradia,Aradia,Silver,Witch,,Occultist,Virgo,Taurus,Scorpio,2,8,5,9,5,4,,,,,Mandible Cuffs (Natural),,,,
6066,https://cryptocoven.s3.amazonaws.com/ec72bbe93b547e55c078452fef84638e.png,Rust,Dusk,Chiseled,Fluffy Shroud (White),Medium Flat (Black),Babylash,Grey,Pursed (Red),Box Braids,,Black,Straw Circle,,Hag,Libra,Capricorn,Cancer,1,9,8,2,5,3,Freckles,Jeweled Septum Ring (Blue),,Lily,Basic Piercings (Silver),,,,
6067,https://cryptocoven.s3.amazonaws.com/e5681002b424409e4724d76ef5f045b8.png,Peach,Day,Soft,Shroud (Wisteria),Medium Flat (Black),Hooded Side,Carnelian,Round (Red),Aletheia,,Lavender,Mushroom,,Hag,Virgo,Taurus,Scorpio,5,4,6,1,4,8,,,,,Basic Piercings (Silver),,,,
6068,https://cryptocoven.s3.amazonaws.com/441a85e14f83d078f08e780e0b661548.png,Sea,Sunset,Chiseled,Mugler Collarbone Cutout (Black),Medium Flat (Black),Smudged Snake,Glo,Bow (Coral),Drill Curls,,Mermaid,,,Mage,Taurus,Pisces,Taurus,3,3,9,2,1,3,,,,Lily,,,,,
6069,https://cryptocoven.s3.amazonaws.com/075e496afdc6d42ab8284c93f8d2be4d.png,Moss,Night,Lithe,Shroud (Dusk),Bushy (White),Hooded Side,Amber,Bow (Red),Pixie,,Warm Brown,Arcane Stars (Black),,Hag,Sagittarius,Virgo,Gemini,3,5,8,5,2,5,,Jeweled Septum Ring (Blue),,Lily,Basic Piercings (Silver),,,,
6070,https://cryptocoven.s3.amazonaws.com/48e14065c31ed3c7361a9464d064dc91.png,Taupe,Twilight,Lithe,Straps (Black),Bushy (Brown),Circle Lens,Bicolor Blue Gold,Plump (Natural),Aradia,Aradia,Steel,,,Hag,Virgo,Libra,Aries,5,7,3,1,7,5,Undereye Gems (White),,,,,,,,
6071,https://cryptocoven.s3.amazonaws.com/277fab1e2c413ea61761af77bbfbf2c5.png,Sea,Dusk,Chiseled,Ragged Shawl (Black),Bushy (Brown),Sunset Almond,Glo,Glossy Medusa (Natural),Baby Drill Curls,Soft Braid,Pink,Witch,Moon Necklace (Silver),Mage,Libra,Leo,Aries,6,5,4,9,7,6,,Bridge Piercing,,,,,,,
6072,https://cryptocoven.s3.amazonaws.com/a5c849bb758d83cb2662c78687a84681.png,Plum,Day,Lithe,Striped Shroud (Umber),Round (Navy),Hooded Side,Glo,Bow (Purple),Aradia Short,,Navy,,,Occultist,Libra,Capricorn,Sagittarius,2,5,3,3,6,9,,,Aries Horns,,,,,Glowing Phosphorous Mask (Purple),Bone Corset (Black)
6073,https://cryptocoven.s3.amazonaws.com/627fe504f9e9a23f2210eef434e9caa0.png,Pink,Midnight,Lithe,Wide Collared Shirt (White),Bushy (Brown),Circle Lens,Green,Parted (Beige),Pixie,,Warm Brown,Vogue Witch,,Necromancer,Libra,Aries,Taurus,8,8,1,4,8,6,,Swiss Dot Veil (Black),,,Basic Piercings (Silver),,,,
6074,https://cryptocoven.s3.amazonaws.com/eb6aa39b6787a21334f4a14f50ca58a5.png,Pink,Day,Lithe,Off Shoulder (Black),Bushy (Brown),Smudged Snake,Pink,Steady Pout,Baby Drill Curls,,Silver,,,Mage,Scorpio,Virgo,Cancer,6,6,9,9,5,5,,,,Scripted Mage Aura (Green),,,,,
6075,https://cryptocoven.s3.amazonaws.com/2a9cdaabc21ec31fba658b95af643fd0.png,Peach,Dusk,Chiseled,Shroud (Sage),Pencil (White),Alert,Grey,Dark Gloss (Dark),Gelled Baby Hair,Bubble Braids,Black,,,Hag,Libra,Libra,Leo,0,3,6,3,7,7,,Simple Septum Ring (Silver),Jeweled Antlers,,,,,,
6076,https://cryptocoven.s3.amazonaws.com/00255cb7f8ac42b239f2d15145a1b575.png,Pink,Midnight,Chiseled,Open Collar with Bow (Black),Bushy (White),Hooded Side,Carnelian,Plump (Natural),Aradia,Aradia,Mauve,,,Hag,Sagittarius,Capricorn,Libra,8,6,4,5,2,5,,,Jeweled Antlers,,,,,,
6077,https://cryptocoven.s3.amazonaws.com/9e1df978aa2d4371916be174c4f53386.png,Pink,Twilight,Chiseled,Striped Shroud (Umber),Pierced (White),Demon,Red,Full Pout (Beige),Aradia Short,,Platinum,,,Occultist,Virgo,Scorpio,Taurus,2,6,6,7,7,9,Horned Moon Markings (Purple),,,,,,,,
6078,https://cryptocoven.s3.amazonaws.com/a8cfe78ddf65094d588d1a4f2aa3ffef.png,Taupe,Sunset,Soft,Striped Shroud (Umber),Bushy (Brown),Sunset Almond,Violet,Round (Red),Baby Drill Curls,,Mauve,Floral Lacewing,,Hag,Gemini,Cancer,Aquarius,3,9,9,1,2,0,Cheek Mole,,,Lily,Basic Piercings (Silver),,,,
6079,https://cryptocoven.s3.amazonaws.com/4659e4e41741fac12887d301bf616454.png,Pink,Sunset,Lithe,Open Collar with Bow (White),Thin Arched (Grey),Smudged Snake,Gold,Bow (Coral),Keridwen,Soft Waves,Steel,,,Mage,Virgo,Sagittarius,Taurus,4,6,7,7,6,4,,Simple Octagon Glasses (Silver),Bat Wings,,Basic Piercings (Silver),,,,
6080,https://cryptocoven.s3.amazonaws.com/8a210cfb50358f14ef985339b261e4c6.png,Plum,Dusk,Chiseled,Filmy Edwardian (White),Round (Navy),Smudged Monolid,Red,Thin Smirk (Orange),Aradia Short,Soft Braid,Silver,,,Necromancer,Aries,Libra,Libra,9,9,1,9,0,6,,,,Monstera,Pearly Skulls (Silver),,,,
6081,https://cryptocoven.s3.amazonaws.com/265273a0569eda46e415959ba20dce71.png,Taupe,Midnight,Lithe,Shroud (Lilac),Bushy (White),Babylash,Pink,Parted (Black),Curtain,,Lavender,Witch,Metal Collar (Silver),Enchantress,Gemini,Leo,Virgo,6,1,0,0,9,6,,,,,,,,,
6082,https://cryptocoven.s3.amazonaws.com/89c9e55e0ad37308aa7d5eff4997fe55.png,Lavender,Sunset,Chiseled,Shroud (Wisteria),Pencil (White),Babylash,Grey,Thin Smirk (Orange),Aletheia,Aletheia,Auburn,Mushroom,,Hag,Gemini,Aquarius,Sagittarius,1,5,9,8,1,5,,Jeweled Septum Ring (Blue),,Lily,Basic Piercings (Silver),,,,
6083,https://cryptocoven.s3.amazonaws.com/716e0d5670a8edf42408001d06a72cef.png,Lavender,Dawn,Soft,Shroud (Wisteria),Bushy (White),Babylash,Purple,Parted (Beige),Aradia,Aradia,Lilac,,,Hag,Taurus,Aries,Scorpio,8,3,9,3,4,5,,,,Monstera,,,,Butterfly (Rose Quartz),
6084,https://cryptocoven.s3.amazonaws.com/28fec2291b32b61eb39b2653c36a6fd8.png,Lavender,Night,Lithe,Shroud (Lilac),Bushy (Brown),Hooded Side,Pink,Bow (Dusk),Bald,,,Moon Moth (Black),Stars Thread (Natural),Hag,Leo,Libra,Gemini,6,9,9,1,2,5,Undereye Gems (White),,,Lily,,,,,
6085,https://cryptocoven.s3.amazonaws.com/a89738524596e4ec55325a214a84cd44.png,Lavender,Dawn,Soft,Shredded Top (White),Thin Arched (Grey),Circle Lens,Hazel,Bow (Coral),Curl Cloud,Flowy Pony,Lavender,,,Seer,Taurus,Leo,Virgo,9,6,9,6,7,4,Cheek Mole,,,,,Raised Third Eye (Gold),,,
6086,https://cryptocoven.s3.amazonaws.com/3d1f8dae73d1463ed0d031b41bc95e1d.png,Taupe,Dusk,Lithe,Fluffy Shroud (White),Bushy (Brown),Circle Lens,Pink,Round (Dark),Curl Cloud,,Platinum,Lined (Black),,Seer,Leo,Cancer,Leo,7,7,8,7,6,4,,,,Lily,Piercing Eye (Pink),,,,
6087,https://cryptocoven.s3.amazonaws.com/734687273e63b51676ee605347606f68.png,Taupe,Twilight,Lithe,Mugler Tailored (White),Bushy (White),Sunset Almond,Gold,Thin Smirk,Baby Drill Curls,Flowy Pony,Ash,,,Seer,Scorpio,Libra,Pisces,5,6,1,2,6,8,,Bridge Piercing,,,,,,,Feather Robe (White)
6088,https://cryptocoven.s3.amazonaws.com/c3a60964f0e8df0869a7cd04c8554577.png,Lavender,Day,Soft,Lined Romantic Puff (White),Bushy (Brown),Circle Lens,Green,Bow (Coral),Aletheia,,Platinum,,Moon Necklace (Silver),Hag,Taurus,Scorpio,Sagittarius,3,3,9,6,1,4,Mark of Air (White),,Leafy Crown,Monstera,Basic Piercings (Silver),,,,
6089,https://cryptocoven.s3.amazonaws.com/4c230d0d3811571f6fedae3133bffef8.png,Pink,Night,Lithe,Straps (Black),Pencil (White),Sunset Almond,Glo,Witchy Pout (Black),High Pony,,Mauve,,Eclectic Choker Stack (Red),Occultist,Gemini,Sagittarius,Libra,2,4,2,3,4,5,,,,Lily,,,,,
6090,https://cryptocoven.s3.amazonaws.com/308979f1240c6881658b7256edeac6c3.png,Pink,Midnight,Lithe,Off Shoulder (Black),Bushy (White),Reverse Cateye,Opal,Plump (Natural),Aradia Short,,Lavender,,Piercing Choker (Pink),Seer,Libra,Pisces,Gemini,9,4,8,2,2,3,,Septum Ring (Turquoise),,,,Raised Third Eye (Red),,,
6091,https://cryptocoven.s3.amazonaws.com/a3a9a98928e6a6ccdd26da3f6a69f228.png,Plum,Night,Lithe,Straps (Black),Round (Navy),Hooded Side,Pink,Bow (Red),Aradia Short,Soft Braid,Lavender,,,Enchantress,Gemini,Libra,Aries,9,6,8,2,4,8,,,,,,,,Gold Veil (Gold),
6092,https://cryptocoven.s3.amazonaws.com/af953e36f84e3e2f587edf6535dde322.png,Lavender,Sunset,Chiseled,Pearl Shawl,Bushy (Brown),Sunset Almond,Violet,Bow (Coral),Curtain,Nyx Long,Silver,Lined (Black),,Seer,Sagittarius,Pisces,Sagittarius,8,9,4,2,1,3,,Septum Ring (Turquoise),,Lily,,Rope Third Eye (Purple),,,
6093,https://cryptocoven.s3.amazonaws.com/05f0a779ae4f842859f82640fff13293.png,Moss,Sunset,Chiseled,Sheer Striped (Black),Bushy (White),Circle Lens,Hazel,Parted (Beige),Xuannu,Low Pony,Lavender,,,Necromancer,Libra,Cancer,Libra,9,5,3,8,0,8,,,Horns of Taurus,Monstera,,,,,
6094,https://cryptocoven.s3.amazonaws.com/a9497c1407d983b9adeb6032f5f6ca41.png,Taupe,Midnight,Chiseled,Shroud (Sage),Bushy (White),Circle Lens,Bicolor Pink Turquoise,Full Pout (Beige),Aletheia,Wolf,Lilac,Twin Snakes,,Hag,Gemini,Sagittarius,Cancer,4,3,5,6,1,3,,,,,,,,,
6095,https://cryptocoven.s3.amazonaws.com/d3a484385afb95a641daab814af29037.png,Moss,Dusk,Lithe,Off Shoulder (Black),Thin Arched (Grey),Alert,Grey,Plump (Natural),Curtain,High Blowout,Mauve,Witch,,Mage,Aries,Libra,Gemini,0,0,3,2,2,5,Mage Script Serpent (Phosphorescent),Jeweled Septum Ring (Blue),,,Basic Piercings (Silver),,,,
6096,https://cryptocoven.s3.amazonaws.com/7bc1b883cac3e4873718991dda207a76.png,Sea,Twilight,Soft,Vivetta Ghost Hand Collar (Black),Bushy (White),Sunset Almond,Glo,Dark Gloss (Dark),Keridwen,High Blowout,Navy,,,Mage,Taurus,Libra,Taurus,4,1,4,9,7,4,Mage Script Daedric (Green),Labret (Silver),,Monstera,,,,,
6097,https://cryptocoven.s3.amazonaws.com/880eb95cc5a8ee362c04089d5b51a1d9.png,Lavender,Dawn,Lithe,Mugler Collarbone Cutout (Black),Bushy (White),Clear Graphic,Grey,Witchy Pout (Black),Curtain,Aletheia,Ash,,,Necromancer,Pisces,Pisces,Libra,3,4,8,7,1,2,,Labret (Silver),Horns of Taurus,,,,,,
6098,https://cryptocoven.s3.amazonaws.com/04210efb3aef3b2c6bafe3593803f39e.png,Rust,Twilight,Lithe,Striped Shroud (Umber),Strong (Black),Circle Lens,Bicolor Pink Turquoise,Thin Smirk,Baby Drill Curls,Soft Braid,Ash,Moon Moth (Black),,Hag,Sagittarius,Sagittarius,Virgo,6,9,3,5,4,8,,,,Chinese Lantern,,,,,
6099,https://cryptocoven.s3.amazonaws.com/fe60e607ff2e98c1b95bfea59f15731d.png,Plum,Dusk,Soft,Striped Shroud (Umber),Thin Arched (Grey),Blank,Black,Plump (Natural),Xuannu,,Auburn,Witch,,Seer,Gemini,Aquarius,Sagittarius,4,8,1,2,1,3,Undereye Gems (White),Eyepatch (Rose),,,,,,,
6100,https://cryptocoven.s3.amazonaws.com/2722ee14d0d9d7e45d80fb85307064ea.png,Moss,Night,Soft,Leather Neck Piece (Black),Bushy (Brown),Circle Lens,Hazel,Bow (Brown),Hair Wrap,,Black,Proper Witch,,Necromancer,Pisces,Capricorn,Scorpio,5,2,6,8,1,2,,,,Chinese Lantern,,,,,
6101,https://cryptocoven.s3.amazonaws.com/0a295e86dc97bd2117842e5cea0cb38e.png,Rust,Night,Lithe,Mugler Tailored (Black),Strong (Black),Babylash,Purple,Thin Smirk,Aletheia,Soft Braid,Auburn,,Creepy Yeha Pearls (Pearl),Enchantress,Taurus,Scorpio,Aquarius,9,1,7,1,4,3,Nose Bridge Scar,,Crown of Pearls,,Beaded Tassel (Sapphire),Simple Circlet (Silver),,,
6102,https://cryptocoven.s3.amazonaws.com/5c25252a180613c13dbc6721f7f0178c.png,Lavender,Day,Chiseled,Shroud (Lilac),Medium Flat (Black),Babylash,Blue,Witchy Pout (Black),Curl Cloud,Curl Cloud,Mermaid,,Moon Necklace (Silver),Hag,Scorpio,Capricorn,Leo,3,4,8,8,8,8,,,,,Basic Piercings (Silver),,Cute Buns,Butterfly (Rose Quartz),
6103,https://cryptocoven.s3.amazonaws.com/dfc41412b81df193969ee3cee3f95f42.png,Taupe,Midnight,Chiseled,Sheer Sleeves (Black),Strong (Black),Circle Lens,Pink,Dark Gloss (Dark),Xuannu,Calm Pigtails,Platinum,,,Necromancer,Virgo,Libra,Cancer,4,9,4,9,1,2,,,,,Dangly Bones (Bone),,,,
6104,https://cryptocoven.s3.amazonaws.com/ad79047cd6849b84797dab688c7df220.png,Plum,Day,Soft,Shroud (Wisteria),Pencil (White),Circle Lens,Bicolor Blue Gold,Pursed (Natural),Aradia Short,Keridwen,Platinum,,,Seer,Pisces,Pisces,Virgo,6,6,8,1,1,7,,,,,,,,,
